ID,Date,Holiday,NEM,AFMA_NSW,AFMA_VIC,AFMA_SA,AFMA_QLD,AFMA_TAS,ASX_NSW,ASX_VIC,ASX_SA,ASX_QLD,Official_NSW,Official_VIC,Official_QLD,Official_TAS,Official_SA,Official_ACT,Official_WA,Official_NT
1,2002-01-01,New Year's Day                ,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,true
2,2002-01-28,Australia Day                 ,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,true
3,2002-02-11,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
4,2002-03-11,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
5,2002-03-11,Labour Day                    ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
6,2002-03-29,Good Friday                   ,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,true
7,2002-04-01,Easter Monday                 ,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,true
8,2002-04-25,ANZAC Day                     ,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,true
9,2002-05-06,Labour Day                    ,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false
10,2002-05-20,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false
11,2002-06-10,Queen's Birthday              ,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,true
12,2002-08-14,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
13,2002-10-07,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false
14,2002-10-24,Royal Hobart Show             ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
15,2002-11-05,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
16,2002-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
17,2002-12-26,Boxing Day / Proclamation Day ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
18,2003-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
19,2003-01-27,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
20,2003-02-10,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
21,2003-03-10,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
22,2003-03-10,Labour Day                    ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
23,2003-04-18,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
24,2003-04-21,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
25,2003-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
26,2003-05-05,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
27,2003-05-19,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false
28,2003-06-09,Queen's Birthday              ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
29,2003-08-13,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
30,2003-10-06,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false
31,2003-10-23,Royal Hobart Show             ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
32,2003-11-04,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
33,2003-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
34,2003-12-26,Boxing Day / Proclamation Day ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
35,2004-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
36,2004-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
37,2004-02-09,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
38,2004-03-08,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
39,2004-03-08,Labour Day                    ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
40,2004-04-09,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
41,2004-04-12,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
42,2004-04-26,ANZAC Day                     ,false,true,false,true,true,false,true,false,true,true,true,false,true,false,true,false,false,false
43,2004-05-03,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
44,2004-05-17,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false
45,2004-06-14,Queen's Birthday              ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
46,2004-08-11,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
47,2004-10-04,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false
48,2004-10-21,Royal Hobart Show             ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
49,2004-11-02,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
50,2004-12-27,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
51,2004-12-28,Boxing Day / Proclamation Day ,true,true,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true
52,2005-01-03,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
53,2005-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
54,2005-02-14,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
55,2005-03-14,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
56,2005-03-14,Labour Day                    ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
57,2005-03-25,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
58,2005-03-28,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
59,2005-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
60,2005-05-02,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
61,2005-05-16,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false
62,2005-06-13,Queen's Birthday              ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
63,2005-08-17,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
64,2005-10-03,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false
65,2005-10-20,Royal Hobart Show             ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
66,2005-11-01,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
67,2005-12-26,Christmas Day                 ,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
68,2005-12-27,Boxing Day / Proclamation Day ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
69,2006-01-02,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
70,2006-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
71,2006-02-13,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
72,2006-03-13,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
73,2006-03-13,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false
74,2006-03-13,Labour Day                    ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
75,2006-04-14,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
76,2006-04-17,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
77,2006-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
78,2006-05-01,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
79,2006-05-15,Adelaide Cup Day              ,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
80,2006-06-12,Queen's Birthday              ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
81,2006-08-16,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
82,2006-10-02,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false
83,2006-10-26,Royal Hobart Show             ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
84,2006-11-07,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
85,2006-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
86,2006-12-26,Boxing Day / Proclamation Day ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
87,2007-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
88,2007-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
89,2007-02-12,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
90,2007-03-12,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
91,2007-03-12,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false
92,2007-03-12,Labour Day                    ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
93,2007-04-06,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
94,2007-04-09,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
95,2007-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
96,2007-05-07,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
97,2007-05-21,Adelaide Cup Day              ,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
98,2007-06-11,Queen's Birthday              ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
99,2007-08-15,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
100,2007-09-07,APEC Holiday                  ,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
101,2007-10-01,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false
102,2007-10-25,Royal Hobart Show             ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
103,2007-11-06,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
104,2007-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
105,2007-12-26,Boxing Day / Proclamation Day ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
106,2008-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
107,2008-01-28,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
108,2008-02-11,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
109,2008-03-10,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
110,2008-03-10,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false
111,2008-03-10,Labour Day                    ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
112,2008-03-21,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
113,2008-03-24,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
114,2008-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
115,2008-05-05,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
116,2008-05-19,Adelaide Cup Day              ,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
117,2008-06-09,Queen's Birthday              ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
118,2008-08-13,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
119,2008-10-06,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false
120,2008-10-23,Royal Hobart Show             ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
121,2008-11-04,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
122,2008-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
123,2008-12-26,Boxing Day / Proclamation Day ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
124,2009-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
125,2009-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
126,2009-02-09,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
127,2009-03-09,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
128,2009-03-09,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false
129,2009-03-09,Labour Day                    ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
130,2009-04-10,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
131,2009-04-13,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
132,2009-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
133,2009-05-04,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
134,2009-05-18,Adelaide Cup Day              ,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
135,2009-06-08,Queen's Birthday              ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
136,2009-08-12,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
137,2009-10-05,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false
138,2009-10-22,Royal Hobart Show             ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
139,2009-11-03,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
140,2009-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
141,2009-12-28,Boxing Day / Proclamation Day ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
142,2010-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
143,2010-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
144,2010-02-08,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
145,2010-03-08,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
146,2010-03-08,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false
147,2010-03-08,Labour Day                    ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
148,2010-04-02,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
149,2010-04-05,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
150,2010-04-26,ANZAC Day                     ,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true
151,2010-05-03,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
152,2010-05-17,Adelaide Cup Day              ,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
153,2010-06-14,Queen's Birthday              ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
154,2010-08-11,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
155,2010-10-04,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false
156,2010-10-21,Royal Hobart Show             ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
157,2010-11-02,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
158,2010-12-27,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
159,2010-12-28,Boxing Day / Proclamation Day ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
160,2011-01-03,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
161,2011-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
162,2011-02-14,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
163,2011-03-14,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
164,2011-03-14,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false
165,2011-03-14,Labour Day                    ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
166,2011-04-22,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
167,2011-04-25,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
168,2011-04-26,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
169,2011-05-02,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
170,2011-06-13,Queen's Birthday              ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
171,2011-08-17,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
172,2011-10-03,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,false,false,false
173,2011-10-20,Royal Hobart Show             ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
174,2011-11-01,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
175,2011-12-26,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
176,2011-12-27,Boxing Day / Proclamation Day ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
177,2012-01-02,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
178,2012-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
179,2012-02-13,Royal Hobart Regatta          ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
180,2012-03-12,Eight Hours Day               ,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false
181,2012-03-12,Adelaide Cup Day              ,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false
182,2012-03-12,Labour Day                    ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
