ID,Date,Holiday,NEM,AFMA_NSW,AFMA_VIC,AFMA_SA,AFMA_QLD,AFMA_TAS,ASX_NSW,ASX_VIC,ASX_SA,ASX_QLD,Official_NSW,Official_VIC,Official_QLD,Official_TAS,Official_SA,Official_ACT,Official_WA,Official_NT
363,2021-04-05,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
364,2021-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
365,2021-05-03,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
366,2021-06-14,Queen's Birthday              ,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
368,2021-08-11,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
550,2021-09-24,Grand Final Day Eve           ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
547,2021-09-27,Queens Birthday               ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
369,2021-10-04,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false
567,2021-10-04,Queen's Birthday              ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
370,2021-11-02,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
371,2021-12-27,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
372,2021-12-28,Boxing Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
373,2022-01-03,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
374,2022-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
376,2022-03-07,Labour Day                    ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
377,2022-03-14,Labour Day                    ,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false
379,2022-04-15,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
380,2022-04-18,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
381,2022-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
382,2022-05-02,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
383,2022-06-13,Queens Birthday               ,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
384,2022-08-10,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
551,2022-09-30,Grand Final Day Eve           ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
385,2022-10-03,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false
568,2022-10-03,Queen's Birthday              ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
386,2022-11-01,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
387,2022-12-26,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
388,2022-12-27,Boxing Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
389,2023-01-02,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
390,2023-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
391,2023-03-06,Labour Day                    ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
392,2023-03-13,Labour Day                    ,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false
393,2023-04-07,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
394,2023-04-10,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
395,2023-04-25, ANZAC Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
396,2023-05-01,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
397,2023-06-12,Queens Birthday               ,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
398,2023-08-09,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
552,2023-09-29,Grand Final Day Eve           ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
400,2023-10-02,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false
569,2023-10-02,Queen's Birthday              ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
399,2023-11-07,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
401,2023-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
402,2023-12-26,Boxing Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
403,2024-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
404,2024-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
405,2024-03-04,Labour Day                    ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
406,2024-03-11,Labour Day                    ,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false
407,2024-03-29,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
408,2024-04-01,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
409,2024-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
410,2024-05-06,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
411,2024-06-10,Queens Birthday               ,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
412,2024-08-14,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
553,2024-09-27,Grand Final Day Eve           ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
413,2024-10-07,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false
570,2024-10-07,Queen's Birthday              ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
414,2024-11-05,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
415,2024-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
416,2024-12-26,Boxing Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
417,2025-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
418,2025-01-27,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
419,2025-03-03,Labour Day                    ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
420,2025-03-10,Labour Day                    ,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false
421,2025-04-18,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
422,2025-04-21,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
423,2025-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
424,2025-05-05,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
425,2025-06-09,Queens Birthday               ,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
426,2025-08-13,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
554,2025-09-26,Grand Final Day Eve           ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
427,2025-10-06,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false
571,2025-10-06,Queen's Birthday              ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
428,2025-11-04,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
429,2025-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
430,2025-12-26,Boxing Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
431,2026-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
432,2026-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
433,2026-03-02,Labour Day                    ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
434,2026-03-09,Labour Day                    ,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false
435,2026-04-03,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
436,2026-04-06,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
562,2026-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
437,2026-04-27,ANZAC Day                     ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
438,2026-05-04,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
439,2026-06-08,Queens Birthday               ,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
440,2026-08-12,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
555,2026-09-25,Grand Final Day Eve           ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
441,2026-10-05,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false
572,2026-10-05,Queen's Birthday              ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
442,2026-11-03,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
443,2026-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
444,2026-12-28,Boxing Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
445,2027-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
446,2027-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
447,2027-03-01,Labour Day                    ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
448,2027-03-08,Labour Day                    ,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false
449,2027-03-26,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
450,2027-03-29,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
563,2027-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
451,2027-04-26,ANZAC Day                     ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
452,2027-05-03,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
453,2027-06-14,Queens Birthday               ,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
454,2027-08-11,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
556,2027-09-24,Grand Final Day Eve           ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
455,2027-10-04,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false
573,2027-10-04,Queen's Birthday              ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
456,2027-11-02,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
457,2027-12-27,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
458,2027-12-28,Boxing Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
459,2028-01-03,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
460,2028-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
461,2028-03-06,Labour Day                    ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
462,2028-03-13,Labour Day                    ,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false
464,2028-04-14,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
465,2028-04-17,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
466,2028-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
467,2028-05-01,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
468,2028-06-12,Queens Birthday               ,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
469,2028-08-09,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
557,2028-09-29,Grand Final Day Eve           ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
470,2028-10-02,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false
471,2028-11-07,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
472,2028-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
473,2028-12-26,Boxing Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
474,2029-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
475,2029-01-26,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
476,2029-03-05,Labour Day                    ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
477,2029-03-12,Labour Day                    ,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false
478,2029-03-30,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
479,2029-04-02,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
480,2029-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
586,2029-05-07,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
481,2029-05-09,Labour Day                    ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
482,2029-06-11,Queens Birthday               ,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
483,2029-08-08,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
558,2029-09-28,Grand Final Day Eve           ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
484,2029-10-01,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false
485,2029-11-06,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
486,2029-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
487,2029-12-26,Boxing Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
488,2030-01-01,New Year's Day                ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
564,2030-01-27,Australia Day                 ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
489,2030-01-28,Australia Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
491,2030-03-04,Labour Day                    ,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
492,2030-03-11,Labour Day                    ,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,false,false
493,2030-04-19,Good Friday                   ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
495,2030-04-22,Easter Monday                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
496,2030-04-25,ANZAC Day                     ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
497,2030-05-06,Labour Day                    ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
498,2030-06-10,Queens Birthday               ,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,true
499,2030-08-14,Royal Queensland Show Day     ,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false
559,2030-09-27,Grand Final Day Eve           ,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
500,2030-10-07,Labour Day                    ,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,false,false
501,2030-11-05,Melbourne Cup Day             ,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false
502,2030-12-25,Christmas Day                 ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
503,2030-12-26,Boxing Day                    ,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
504,2031-01-01,New Year's Day                ,,true,true,,true,true,,,,,,,,false,,,,
505,2031-01-27,Australia Day                 ,,true,true,,true,true,,,,,,,,false,,,,
506,2031-03-03,Labour Day                    ,,false,false,,false,false,,,,,,,,false,,,,
507,2031-03-10,Labour Day                    ,,false,true,,false,true,,,,,,,,false,,,,
508,2031-04-11,Good Friday                   ,,true,true,,true,true,,,,,,,,false,,,,
509,2031-04-14,Easter Monday                 ,,true,true,,true,true,,,,,,,,false,,,,
510,2031-04-25,ANZAC Day                     ,,true,true,,true,true,,,,,,,,false,,,,
511,2031-05-05,Labour Day                    ,,false,false,,true,false,,,,,,,,false,,,,
512,2031-06-09,Queens Birthday               ,,true,true,,false,true,,,,,,,,false,,,,
513,2031-08-13,Royal Queensland Show Day     ,,false,false,,true,false,,,,,,,,false,,,,
560,2031-09-26,Grand Final Day Eve           ,false,false,true,false,false,false,,,,,false,true,false,false,false,false,false,false
514,2031-10-06,Labour Day                    ,,true,false,,true,false,,,,,,,,false,,,,
515,2031-11-04,Melbourne Cup Day             ,,false,true,,false,true,,,,,,,,false,,,,
516,2031-12-25,Christmas Day                 ,,true,true,,true,true,,,,,,,,false,,,,
517,2031-12-26,Boxing Day                    ,,true,true,,true,true,,,,,,,,false,,,,
518,2032-01-01,New Year's Day                ,,true,true,,true,true,,,,,,,,false,,,,
519,2032-01-26,Australia Day                 ,,true,true,,true,true,,,,,,,,false,,,,
520,2032-03-01,Labour Day                    ,,false,false,,false,false,,,,,,,,false,,,,
521,2032-03-08,Labour Day                    ,,false,true,,false,true,,,,,,,,false,,,,
522,2032-03-26,Good Friday                   ,,true,true,,true,true,,,,,,,,false,,,,
523,2032-03-29,Easter Monday                 ,,true,true,,true,true,,,,,,,,false,,,,
524,2032-04-26,ANZAC Day                     ,,true,true,,true,true,,,,,,,,false,,,,
525,2032-05-03,Labour Day                    ,,false,false,,true,false,,,,,,,,false,,,,
526,2032-06-14,Queens Birthday               ,,true,true,,false,true,,,,,,,,false,,,,
527,2032-08-11,Royal Queensland Show Day     ,,false,false,,true,false,,,,,,,,false,,,,
561,2032-09-24,Grand Final Day Eve           ,false,false,true,false,false,false,,,,,false,true,false,false,false,false,false,false
528,2032-10-04,Labour Day                    ,,true,false,,true,false,,,,,,,,false,,,,
529,2032-11-02,Melbourne Cup Day             ,,false,true,,false,true,,,,,,,,false,,,,
530,2032-12-27,Christmas Day                 ,,true,true,,true,true,,,,,,,,false,,,,
531,2032-12-28,Boxing Day                    ,,true,true,,true,true,,,,,,,,false,,,,
532,2033-01-03,New Year's Day                ,,true,true,,true,true,,,,,,,,false,,,,
533,2033-01-26,Australia Day                 ,,true,true,,true,true,,,,,,,,false,,,,
534,2033-03-07,Labour Day                    ,,false,false,,false,false,,,,,,,,false,,,,
535,2033-03-14,Labour Day                    ,,false,true,,false,true,,,,,,,,false,,,,
536,2033-04-15,Good Friday                   ,,true,true,,true,true,,,,,,,,false,,,,
537,2033-04-18,Easter Monday                 ,,true,true,,true,true,,,,,,,,false,,,,
538,2033-04-25,ANZAC Day                     ,,true,true,,true,true,,,,,,,,false,,,,
539,2033-05-02,Labour Day                    ,,false,false,,true,false,,,,,,,,false,,,,
540,2033-06-13,Queens Birthday               ,,true,true,,false,true,,,,,,,,false,,,,
541,2033-08-10,Royal Queensland Show Day     ,,false,false,,true,false,,,,,,,,false,,,,
542,2033-10-03,Labour Day                    ,,true,false,,true,false,,,,,,,,false,,,,
543,2033-11-01,Melbourne Cup Day             ,,false,true,,false,true,,,,,,,,false,,,,
544,2033-12-26,Boxing Day                    ,,true,true,,true,true,,,,,,,,false,,,,
545,2033-12-27,Christmas Day                 ,,true,true,,true,true,,,,,,,,false,,,,
